Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
70,70,Apiaceae,Foeniculum,vulgare,sweet fennel,pg 204,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['OBLONG'],,,Yellow,['NAN'],2n,"16, 22, 26, 30, 44",27.6,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['COMPOUND'],[],[],[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'MAUI', 'LANAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.9, 'max': 1.2, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': nan, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': 40.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 7.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 65.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 3.5, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 1.5, 'max': nan, 'exmax': 2.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Foeniculum_vulgare
71,71,Apiaceae,Hydrocotyle,bowlesioides,marsh pennywort,pg 205-206,['DICOTS'],,['HIRSUTE'],['ALTERNATE'],hirsute,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['NAN'],,,"Greenish white, yellowish white or purplish",['NAN'],2n,48,48.0,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],['RENIFORM'],[],[],[],[],[],[],['HIRSUTE'],['H'],['H'],[],"['HAWAII', 'MAUI', 'LANAI', 'OAHU', 'KAUAI']",set(),,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 2.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': 1.5, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Hydrocotyle_bowlesioides
72,72,Apiaceae,Hydrocotyle,sibthorpioides,,pg 205,['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],glabrous,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['OVATE'],,,"Greenish white, yellowish white or purplish",['NAN'],2n,"24, 48, 64",45.3333333,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],[],[],[],[],[],[],[],['GLABROUS'],[],[],[],"['HAWAII', 'MAUI', 'OAHU', 'KAUAI']",set(),,,"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': 1.5, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Hydrocotyle_sibthorpioides
73,73,Apiaceae,Hydrocotyle,verticillata,marsh pennywort,"pg 205,207",['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['SPIKE'],,,,,,,,['OVATE'],,,"Greenish white, yellowish white or purplish",['NAN'],2n,88,88.0,['NATURALIZED'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],['ORBICULAR'],[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI', 'NIIHAU']","{'laukahi', 'pohe pohe', 'Pohe'}",,"{'exmin': nan, 'min': 0.5, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,,"{'exmin': nan, 'min': 0.5, 'max': 26.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 15.0, 'max': 170.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': nan, 'exmax': 4.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Hydrocotyle_verticillata
74,74,Apiaceae,Petroselinum,crispum,parsley,pg 207,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['OBLONG'],,,Pale yellow or greenish yellow,['NAN'],2n,22,22.0,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['COMPOUND'],['LOBED'],"['LANCEOLATE', 'LINEAR']",[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.3, 'max': 1.3, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.0, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': 3.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Petroselinum_crispum
75,75,Apiaceae,Peucedanum,sandwicense,makou,pg 207-208,['DICOTS'],,['GLABROUS (SMOOTH)'],['DISTICHOUS'],glabrous,,,['POLYGAMOUS'],['UMBEL'],,,,,,,,['ORBICULAR'],,,White,['NAN'],2n,66*,66.0,['ENDEMIC'],['NAN'],['PERRENIAL HERB'],['COMPOUND'],['TEETH'],[],[],[],[],['SIMPLE'],['TEETH'],"['G', 'LA', 'OBE', 'OVA']",[],[],[],[],"['MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']",{'Makou'},"{'exmin': nan, 'min': 0.5, 'max': 1.0, 'exmax': 2.0, 'unit': 'm'}","{'exmin': nan, 'min': 10.0, 'max': 35.0, 'exmax': nan, 'unit': 'cm'}",,,,"{'exmin': nan, 'min': 7.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.5, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 10.0, 'max': 50.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 5.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 100.0, 'max': 200.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 13.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 5.0, 'max': nan, 'exmax': 8.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 2.5, 'max': 4.0, 'unit': 'cm'}","{'min': 0.6, 'max': 1.2, 'unit': 'cm'}",,Apiaceae_Peucedanum_sandwicense
76,76,Apiaceae,Sanicula,kauaiensis,no common name,pg 208-209,['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],glabrous,,,"['POLYGAMOUS', 'DIOECIOUS']",['UMBEL'],,,,,,,,"['OVATE', 'SPATULATE']",,,White with a purple midvein,['NAN'],,,,['ENDEMIC'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],"['OBOVATE', 'ORBICULAR', 'RHOMBIC']",[],[],[],[],[],[],[],[],[],[],['KAUAI'],set(),"{'exmin': nan, 'min': 0.15, 'max': 0.45, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 5.0, 'max': 6.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': 1.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 35.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.5, 'max': nan, 'exmax': 3.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Sanicula_kauaiensis
77,77,Apiaceae,Sanicula,mariversa,no common name,"pg 208,209-210",['DICOTS'],,['GLABROUS (SMOOTH)'],['EQUITANT'],glabrous,,,"['POLYGAMOUS', 'DIOECIOUS']",['UMBEL'],,,,,,,,['OVATE'],,,Yellow,['NAN'],,,,['ENDEMIC'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],"['GLADIATE', 'CORDATE', 'RENIFORM']",[],[],[],[],[],[],[],[],[],[],['OAHU'],set(),"{'exmin': nan, 'min': 0.4, 'max': 0.07, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 13.0, 'max': 23.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 25.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 3.0, 'max': nan, 'exmax': 4.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Sanicula_mariversa
78,78,Apiaceae,Sanicula,purpurea,no common name,"pg 208,210",['DICOTS'],,['GLABROUS (SMOOTH)'],['EQUITANT'],glabrous,,,"['POLYGAMOUS', 'DIOECIOUS']",['UMBEL'],,,,,,,,['OVATE'],,,"Purple or cream, tinged purple",['NAN'],,,,['ENDEMIC'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],"['GLADIATE', 'CORDATE', 'ORBICULAR', 'RENIFORM']",[],[],[],[],[],[],[],[],[],[],"['MAUI', 'OAHU']",set(),"{'exmin': nan, 'min': 0.08, 'max': 0.36, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 2.0, 'max': 8.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 1.5, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.5, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': nan, 'exmax': 3.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Sanicula_purpurea
79,79,Apiaceae,Sanicula,sandwicensis,no common name,"pg 208,211",['DICOTS'],,['GLABROUS (SMOOTH)'],['EQUITANT'],glabrous,,,"['POLYGAMOUS', 'DIOECIOUS']",['UMBEL'],,,,,,,,['OVATE'],,,Yellow,['MERICARP'],2n,16*,16.0,['ENDEMIC'],['NAN'],['PERRENIAL HERB'],['SIMPLE'],['TEETH'],"['GLADIATE', 'OBOVATE', 'ORBICULAR', 'RHOMBIC']",[],[],"['AW', 'OBE']",[],[],[],[],[],[],[],"['HAWAII', 'MAUI']",set(),"{'exmin': nan, 'min': 0.2, 'max': 0.7, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 3.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 10.0, 'max': 33.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 3.5, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': 3.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Sanicula_sandwicensis
80,80,Apiaceae,Spermolepis,hawaiiensis,no common name,pg 210-212,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['UMBEL'],,,,,,,,"['OBLONG', 'OVATE']",,,White,['NAN'],2n,22,22.0,['ENDEMIC'],['NAN'],['ANNUAL HERB'],['COMPOUND'],['NOTEETH'],['OBLONG'],[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI', 'ALL ISLANDS']",set(),"{'exmin': nan, 'min': 0.05, 'max': 0.2, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}",,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 2.0, 'max': nan, 'exmax': 4.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Spermolepis_hawaiiensis
81,81,Apiaceae,Torilis,nodosa,hedge parsley,pg 212-213,['DICOTS'],,['HISPID'],['NAN'],hispid,,,['MONOECIOUS'],['UMBEL'],,,,,,,,['OBLONG'],,,White,['MERICARP'],2n,"12, 22, 24",19.3333333,['NATURALIZED'],['NAN'],['ANNUAL HERB'],['COMPOUND'],"['LOBED', 'NOTEETH']",['OBLONG'],[],[],[],[],[],[],[],[],[],[],['HAWAII'],set(),"{'exmin': nan, 'min': 0.1, 'max': 0.6, 'exmax': nan, 'unit': 'm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.2, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.0, 'max': 25.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': 2.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Apiaceae_Torilis_nodosa
