,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
877,Cucurbitaceae,Sicyos,waimanaloensis,`anunu,"pg 573-574, 581",Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,White or pale yellow,,2n,24*,24,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 14.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 4.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 4.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}",,,,"{'exmin': nan, 'min': 30.0, 'max': '150', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 1.5, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 3.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': 0.7, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.2, 'max': nan, 'exmax': 0.3, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 10.0, 'max': 90.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': 3.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 20.0, 'min': 20.0, 'max': 110.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_waimanaloensis
878,Cupressaceae,Cupressus,arizonica,Arizona cypress,,Conifers,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cupressaceae_cupressus_arizonica
879,Cupressaceae,Cupressus,lanceolata,cypress,,Conifers,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cupressaceae_cupressus_lanceolata
880,Cupressaceae,Cupressus,macrocarpa,,,Conifers,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cupressaceae_cupressus_macrocarpa
881,Cuscutaceae,Cuscuta,campestris,Western field dodder,pg 581-582,Dicots,,,ALTERNATE,MONOECIOUS,,,,,,,,,TRIANGULAR,,,White or pink,CAPSULE,2n,56,56,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.25, 'max': nan, 'exmax': 0.3, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 0.1, 'exmax': None, 'unit': 'cm'}",,,,,,,,cuscutaceae_cuscuta_campestris
882,Cuscutaceae,Cuscuta,sandwichiana,"kauna`oa, kauna`oa kahakai",pg 581-583,Dicots,,,,MONOECIOUS,,,,,,,,,TRIANGULAR,,,White or pink,CAPSULE,,,,ENDEMIC,,,,,,,,,,,,,,,,,"{'Kaunaoa, kaunaoa kahakai, kaunaoa lei, kaunoa, pololo'}",,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': 5.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': nan, 'exmax': 0.35, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 0.2, 'exmax': None, 'unit': 'cm'}",,,,,,,,cuscutaceae_cuscuta_sandwichiana
883,Cyatheaceae,Sphaeropteris,cooperi,,,Ferns and fern allies,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyatheaceae_sphaeropteris_cooperi
884,Cyperaceae,Bolboschoenus,maritimus,kaluha,pg 1381-1385,Monocots,paludosus,,,MONOECIOUS,,,,,,,,,,,,,ACHENE,2n,"40, 76-77, 80, 86, 90, 96, 104, 106, 110, 114",89,INDIGENOUS,,,,,,,,,,,,,,,,,{'Kaluha'},,,"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': 300.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 0.18, 'max': nan, 'exmax': 0.22, 'unit': 'mm'}",,,,,,,,,,,cyperaceae_bolboschoenus_maritimus
885,Cyperaceae,Bulbostylis,capillaris,no common name,pg 1386,Monocots,,,,MONOECIOUS,,,,,,,,,,,,,ACHENE,2n,72,72,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.03, 'max': 0.06, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.03, 'max': 0.06, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.08, 'max': 0.1, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,cyperaceae_bulbostylis_capillaris
886,Cyperaceae,Carex,alligata,no common name,pg 1386-1388,Monocots,,,,MONOECIOUS,,,,,,,,,,,,,ACHENE,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.8, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 170.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_alligata
887,Cyperaceae,Carex,echinata,no common name,pg 1386-1388,Monocots,,,,MONOECIOUS,,,,,,,,,,,,,ACHENE,2n,58,58,INDIGENOUS,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.08, 'max': 0.1, 'exmax': 0.15, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.08, 'max': 0.1, 'exmax': 0.15, 'unit': 'cm'}",,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_echinata
888,Cyperaceae,Carex,inversa,no common name,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_inversa
889,Cyperaceae,Carex,kauaiensis,no common name,,Monocots,,,,,,,,,,,,,,,,,ACHENE,2n,,,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 100.0, 'max': 150.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.6, 'max': 1.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.6, 'max': 1.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_kauaiensis
890,Cyperaceae,Carex,longii,no common name,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_longii
891,Cyperaceae,Carex,macloviana,no common name,,Monocots,subfusca,,,,,,,,,,,,,,,,ACHENE,2n,"82, 86",84,INDIGENOUS,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 15.0, 'max': 60.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_macloviana
892,Cyperaceae,Carex,meyenii,no common name,,Monocots,,,,,,,,,,,,,,,,,ACHENE,,,,INDIGENOUS,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 30.0, 'max': 70.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.2, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_meyenii
893,Cyperaceae,Carex,montis-eeka,no common name,,Monocots,,,,,,,,,,,,,,,,,ACHENE,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,"{'exmin': 0.03, 'min': 0.1, 'max': 0.25, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': 0.03, 'min': 0.1, 'max': 0.25, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_montis-eeka
894,Cyperaceae,Carex,thunbergii,no common name,,Monocots,,,,,,,,,,,,,,,,,ACHENE,,,,INDIGENOUS,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.3, 'max': 0.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_thunbergii
895,Cyperaceae,Carex,wahuensis,no common name,,Monocots,,,,,,,,,,,,,,,,,ACHENE,2n,48*,48,ENDEMIC,,,,,,,,,,,,,,,,,,,,"{'exmin': 0.15, 'min': 0.5, 'max': 0.8, 'exmax': 1.5, 'unit': 'cm'}",,"{'exmin': 0.15, 'min': 0.5, 'max': 0.8, 'exmax': 1.5, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_wahuensis
896,Cyperaceae,Carex,wahuensis,no common name,,Monocots,herbstii,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_wahuensis
897,Cyperaceae,Carex,wahuensis,no common name,,Monocots,rubiginosa,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_wahuensis
898,Cyperaceae,Carex,wahuensis,no common name,,Monocots,wahuensis,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_carex_wahuensis
899,Cyperaceae,Cladium,jamaicense,`uki,,Monocots,,,,,,,,,,,,,,,,,ACHENE,,,,INDIGENOUS,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 60.0, 'max': 90.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.8, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.8, 'max': 1.5, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.18, 'max': 0.2, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,cyperaceae_cladium_jamaicense
900,Cyperaceae,Cyperus,compressus,sedge,,Monocots,,,,,,,,,,,,,,,,,ACHENE,2n,"96, ca. 98, 114, 128",109,PC,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.1, 'max': 0.13, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,cyperaceae_cyperus_compressus
901,Cyperaceae,Cyperus,confertus,sedge,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_confertus
902,Cyperaceae,Cyperus,congestus,sedge,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_congestus
903,Cyperaceae,Cyperus,cyperinus,sedge,,Monocots,,,,,,,,,,,,,,,,,,,,,INDIGENOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_cyperinus
904,Cyperaceae,Cyperus,cyperoides,sedge,,Monocots,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_cyperoides
905,Cyperaceae,Cyperus,difformis,sedge,,Monocots,,,,,,,,,,,,,,,,,ACHENE,2n,"26, 34, 36",32,PC,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.2, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_difformis
906,Cyperaceae,Cyperus,esculentus,chufa,,Monocots,,,,,,,,,,,,,,,,,ACHENE,2n,"ca. 96, 108, 208",137.333333,PC,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.3, 'max': 0.6, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.15, 'max': 0.18, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,cyperaceae_cyperus_esculentus
907,Cyperaceae,Cyperus,fauriei,no common name,,Monocots,,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cyperaceae_cyperus_fauriei
908,Cyperaceae,Cyperus,gracilis,McCoy grass,,Monocots,,,,,,,,,,,,,,,,,ACHENE,,,,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 17.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.05, 'max': 0.1, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 0.05, 'max': 0.1, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.1, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,cyperaceae_cyperus_gracilis
